Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2019-01-02,227.63751220703125,228.5747167798688,223.78866045128262,223.8159561891046,126925200
2019-01-03,222.20541381835938,226.17255567674601,221.71406285447193,225.86318089493466,144140700
2019-01-04,229.64834594726562,230.30347130807368,224.8986940233537,225.28084816984293,142628800
2019-01-07,231.4590301513672,232.8875576843276,229.011411060867,229.92130580773596,103139100
2019-01-08,233.63369750976562,234.12504851819773,231.11329869753865,233.6792089142765,102512600
2019-01-09,234.72557067871094,235.5808740413283,233.10595899013938,234.35251046584284,95006600
2019-01-10,235.55355834960938,235.80832777000856,232.47810963835823,233.1696385370635,96823900
2019-01-11,235.64456176757812,235.67185750045746,233.87025582706457,234.46168188464068,73858100
2019-01-14,234.20692443847656,235.02582423454174,233.30613743958355,233.7155734537228,70908200
2019-01-15,236.89112854003906,237.20959728946843,234.5799878578735,234.58909569201884,85208300
2019-01-16,237.46438598632812,238.36517307055672,237.11862147421917,237.32787953422985,77636700
2019-01-17,239.26589965820312,240.13941855249652,236.53621559104633,236.5817269861683,96118400
2019-01-18,242.4506072998047,242.92377045826174,239.302378460815,241.10398050798938,127900300
2019-01-22,239.17495727539062,241.17673713898714,237.53715758174863,240.9583712512451,115531200
2019-01-23,239.67539978027344,240.9310590847359,237.1731890053128,240.22134223018577,86030300
2019-01-24,239.80271911621094,240.39417284113603,238.46517289668438,239.49335827351658,59204100
2019-01-25,241.8318328857422,242.6689482989801,239.90286040002852,241.67713855572103,96883400
2019-01-28,239.99380493164062,240.05747644915982,238.20131148619137,239.65714837760555,85613700
2019-01-29,239.67539978027344,240.71266544409906,238.82920425519185,240.1394550278669,66136300
2019-01-30,243.46963500976562,244.32493833139748,240.43969758536122,241.21311370825626,92473700
2019-01-31,245.60792541503906,246.09927643946548,243.18760163193207,243.40599529155986,104012100
2019-02-01,245.72618103027344,246.76347440364074,244.92546918440078,245.80806822799428,85782500
2019-02-04,247.4549560546875,247.51865534826877,245.08922426948976,245.7716452978478,60744800
2019-02-05,248.4922637939453,248.80162467932027,247.38219107923075,247.8917299219406,79552800
2019-02-06,248.16473388671875,248.710676397318,247.41864114894904,248.21024529381262,58347800
2019-02-07,245.7989959716797,247.0819232111849,244.11568502873254,246.5269007086259,95482000
2019-02-08,246.0992431640625,246.1993182616944,243.69710760747503,244.53422302598477,75788900
2019-02-11,246.2357177734375,247.02732177907382,245.69888319223338,246.7634722890515,68021400
2019-02-12,249.4021453857422,249.78428561370978,247.80072181159983,247.87352893830607,72270200
2019-02-13,250.21197509765625,251.06727847528254,249.82072697770448,250.24837866651762,65277200
2019-02-14,249.65695190429688,250.80342829418518,248.28300180325846,249.11100944397924,83234400
2019-02-15,252.37745666503906,252.41386022342678,251.24919626503137,251.45845424825782,97088700
2019-02-19,252.8143310546875,253.47853663264692,251.5586715130769,251.5677793487613,59120800
2019-02-20,253.3238983154297,253.78795370247627,252.2684166664931,252.7779557014563,76610800
2019-02-21,252.4230194091797,253.04174118875144,251.44942534063355,252.67778883416716,64214700
2019-02-22,253.98800659179688,254.1881567582489,252.40477101457753,253.05078844278327,78114600
2019-02-25,254.33384704589844,255.96256691341654,254.25195982589483,255.43484001746253,69030700
2019-02-26,254.15176391601562,255.04344284414537,253.76959596983195,253.97888172223958,56844100
2019-02-27,254.04257202148438,254.39741646030774,252.47755226903712,253.4238226177516,56921600
2019-02-28,253.56951904296875,254.27015592873153,253.24197018816304,253.8242885193033,69268300
2019-03-01,255.15267944335938,255.5712232229191,253.69684239575525,255.1708673406334,78880500
2019-03-04,254.22459411621094,256.4720353170595,251.8952657178964,256.22637372466164,106494600
2019-03-05,253.87881469726562,254.55215567194406,253.32379224677805,254.3519777228964,59114600
2019-03-06,252.34107971191406,254.00620252841875,252.0135309552271,253.9970946959168,75039800
2019-03-07,250.23016357421875,252.0317374041725,249.37486028953575,251.88615091233453,94885100
2019-03-08,249.72972106933594,249.90260330416848,247.87355565500627,248.3466909584614,85795800
2019-03-11,253.3511505126953,253.51492493839993,250.43039551646913,250.45769125408657,65098900
2019-03-12,254.30654907226562,254.8343037313767,253.72423070142386,253.91530087975403,79667500
2019-03-13,255.98988342285156,256.93618209932407,255.04358474637908,255.20738696746864,80639200
2019-03-14,255.82611083984375,256.44483284645514,255.38027112446125,256.01718103675125,67518400
2019-03-15,257.0899353027344,257.91244205552704,256.19430072430606,256.3862403490295,81309000
2019-03-18,258.02215576171875,258.32375929308114,257.0808370279466,257.30931271954273,62199800
2019-03-19,258.0860900878906,259.8773313845608,257.181335433722,259.10053648234424,90268100
2019-03-20,257.30926513671875,259.0913863576502,256.18518279159963,257.8667602239703,84609200
2019-03-21,260.2154846191406,260.6267240349829,256.4319146528358,256.47762651465786,79550400
2019-03-22,255.20724487304688,259.36548963168445,255.14326501150774,258.8354385120022,122659300
2019-03-25,255.01539611816406,256.06637855819014,253.73593802204127,254.8600204003766,85575200
2019-03-26,256.9162902832031,257.8850247922857,255.49060448153082,256.7974784847148,68125900
2019-03-27,255.57290649414062,257.501255860115,254.0009925991191,256.9071967418602,72224700
2019-03-28,256.54156494140625,256.99851619492523,255.04277933271138,256.21257342611636,56238500
2019-03-29,258.1591796875,258.4881711893567,256.93455372488336,258.0769318120358,82186800
2019-04-01,261.22076416015625,261.5223676323066,259.9138901544208,260.18807766456604,77617900
2019-04-02,261.3487548828125,261.5863785084145,260.5445160485568,261.41273476510486,40070400
2019-04-03,261.76007080078125,262.98469729276883,261.14774360973644,262.5825778010592,68243200
2019-04-04,262.4545593261719,262.710450955486,261.3853088319326,262.08900384002254,48997500
2019-04-05,263.72491455078125,263.77974648276233,262.8384277969563,263.1308833609207,58621700
2019-04-08,263.92596435546875,264.0356282153136,262.6282102704128,263.29536927126435,53566300
2019-04-09,262.5733337402344,263.27702864810806,262.0158665840147,262.9480371244555,66142300
2019-04-10,263.468994140625,263.5603899806479,262.5733595325515,262.99374692854354,52601500
2019-04-11,263.3959045410156,263.9716677376206,262.8201413444107,263.9625197852622,55093100
2019-04-12,265.17791748046875,265.46122498658406,263.44150853941414,265.03168975310484,69727800
2019-04-15,265.0044250488281,265.35171261327116,264.19103808051653,265.25116879140984,49596700
2019-04-16,265.17791748046875,265.95474008017635,264.57473856387537,265.8999081686758,52153200
2019-04-17,264.5291442871094,266.3386537602995,264.1087289696176,266.3112377952541,58268300
2019-04-18,265.050048828125,265.32423636992246,263.80715455361974,265.12317666197634,68708500
2019-04-22,265.2785339355469,265.43390967043416,264.1818673996459,264.27326325016213,40160100
2019-04-23,267.6638488769531,267.9014725229942,265.41565586243144,265.6532516183732,52246600
2019-04-24,267.06982421875,267.91974712573455,266.92359642452146,267.58160755349985,50392900
2019-04-25,266.90533447265625,267.5724936393012,265.6990038244855,266.96931437016406,57770900
2019-04-26,268.1481628417969,268.22126277750914,266.1649819456912,266.95095267759035,50916400
2019-04-29,268.56866455078125,269.0987438981942,268.1482769887716,268.23967286488823,57197700
2019-04-30,268.7056579589844,268.9981135124124,266.7864846285926,268.2212906505365,81111700
2019-05-01,266.6859436035156,269.5556114574392,266.6767956517207,269.3454037968337,71671900
2019-05-02,266.1101379394531,267.49928766576,264.5930563589347,266.56708921466617,65030200
2019-05-03,268.71478271484375,268.99809029211644,266.2198185545679,267.6089683683893,56543700
2019-05-06,267.6089782714844,268.0567816411459,264.0264676439063,264.3463391465625,107198100
2019-05-07,263.1400146484375,265.7720590562051,261.20254526219156,265.16887988858343,144729900
2019-05-08,262.77435302734375,264.510761989971,262.1711741032566,262.77435302734375,91568300
2019-05-09,261.9793701171875,262.5916693516454,258.9086423221136,260.6724958560857,103471100
2019-05-10,263.29541015625,264.0630851844664,257.99475702318307,261.02892110382476,112429300
2019-05-13,256.67864990234375,259.0822180066142,255.82872724732476,258.10436350088406,127290500
2019-05-14,259.0000305175781,260.5536763290956,257.5834924289167,257.711424309458,77003200
2019-05-15,260.51708984375,261.1659529226633,257.1356388481083,257.34584650019383,73956400
2019-05-16,262.9298095703125,264.3097836380869,261.1568361575835,261.22993609961213,76749600
2019-05-17,261.2298583984375,263.7522379446513,260.571847555516,260.59014345315325,100353000
2019-05-20,259.5027160644531,261.3396417615052,258.74416110782465,259.60323198708306,62877600
2019-05-21,261.84222412109375,262.22604756718596,260.96485760698465,261.2207492010768,46847100
2019-05-22,261.0379333496094,262.00666761183953,260.5535662184943,260.8734376198163,49482500
2019-05-23,257.8484802246094,258.82633476187397,256.413646519806,258.78065079016636,98733800
2019-05-24,258.4334716796875,259.7312261232314,257.8028764212893,259.31081069089635,55268100
2019-05-28,256.02984619140625,259.6854571393902,256.0115781771017,258.7167224693823,70029400
2019-05-29,254.31167602539062,255.30782655004128,252.88599014698278,254.89658709863232,104972900
2019-05-30,255.0062713623047,255.92932202172594,253.8913089435325,255.07937130726307,62523800
2019-05-31,251.56996154785156,253.26068695526823,251.5425455851408,252.41991217207456,86862800
2019-06-03,250.9302215576172,252.7397306971807,249.5776357878667,251.60650049744666,96428000
2019-06-04,256.37713623046875,256.5142160643548,252.8037731466479,253.26072451966698,77231900
2019-06-05,258.597900390625,258.62531635604313,256.18521176353624,258.0221372267467,71169700
2019-06-06,260.2794189453125,260.9648458153125,258.24143423483713,258.89944514564075,69430400
2019-06-07,262.88409423828125,263.98078858493164,261.1385368130789,261.3121805494668,74272200
2019-06-10,264.0904235839844,265.7811488961155,263.99902775006785,264.45597902955774,60799100
2019-06-11,264.0264587402344,266.31121526773745,263.3684477447097,265.9365118504156,58641300
2019-06-12,263.5605163574219,264.35560755568645,263.0395849205906,263.78899212198564,47096300
2019-06-13,264.6479187011719,265.0135020754389,263.77057996114144,264.4834229168091,48945200
2019-06-14,264.3555603027344,264.9678596238577,263.5787372640513,264.3555603027344,52324700
2019-06-17,264.4560241699219,265.23284705567016,264.2823804228688,264.59310399914864,39205700
2019-06-18,267.2252197265625,268.2944984606107,265.9366132071115,266.3021967029227,85434800
2019-06-19,267.8282775878906,268.3674767425921,266.3751758882526,267.36217836514345,78674400
2019-06-20,270.38726806640625,270.7985354809947,267.8923312808763,270.5517917663016,116570000
2019-06-21,269.99420166015625,271.3900799604234,269.7738071984681,270.1135913354858,83309500
2019-06-24,269.66363525390625,270.5268563183772,269.5075038117398,270.205457040193,47582700
2019-06-25,267.0187072753906,269.7462002590294,266.9085100680904,269.7186509572043,82028700
2019-06-26,266.75244140625,268.44219770896007,266.6422441730346,267.9279252701242,51584900
2019-06-27,267.69830322265625,268.212575593992,267.1381246854214,267.5238149510521,40355200
2019-06-28,269.0758361816406,269.58091613141113,268.16668106175626,268.69011787353435,59350900
2019-07-01,271.5187072753906,272.6758344433516,270.2972890368207,272.4554119192281,78705600
2019-07-02,272.22576904296875,272.2808676562415,270.6186607624438,271.4727172939156,61504500
